Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Sonya Lewis,48,9282.99,0,4.32,6,2015-09-19 12:58:00,"191 Timothy Villages Suite 755 New Jamestown, NY 42120-2598","Bowman, White and Shepherd",0,NY,Jamestown,3-5years,45-55,2148.84,1.4,No,2015,3,0.0,25.92,1744.92
Pamela Bell,37,8884.39,0,6.16,7,2016-02-27 17:13:00,"9249 Bradford Parkways Suite 173 Amandaside, AK 12919-8330",Jacobson PLC,0,AK,Amandaside,5-10years,35-45,1442.27,1.1,No,2016,1,0.0,43.120000000000005,1240.84
Evan Davis,46,13296.89,1,4.81,6,2011-09-14 19:09:00,"63845 Bell Mission Browninghaven, VA 72168",Willis-Bradshaw,0,VA,Browninghaven,3-5years,45-55,2764.43,1.2,Yes,2011,3,0.0,28.86,2288.62
Jonathan Jones,35,7361.92,1,4.97,9,2014-03-11 15:01:00,USNS Ward FPO AP 80938,French and Sons,0,,80938,3-5years,35-45,1481.27,1.8,Yes,2014,1,0.0,44.73,1233.15
Richard Rojas,54,8092.55,1,4.55,10,2013-04-30 05:34:00,"01175 Soto Place Lake Brittany, KY 33704-2728",Dominguez-Fischer,0,KY,Brittany,3-5years,45-55,1778.58,2.2,Yes,2013,2,0.0,45.5,1458.12
Jerome Pitts,39,9528.99,0,5.97,8,2010-01-02 19:57:00,"4909 Mcdonald Mews Johnsonmouth, CT 20707",Brock-Lee,0,CT,Johnsonmouth,5-10years,35-45,1596.15,1.3,No,2010,1,0.0,47.76,1367.14
Yolanda Jackson,53,8122.34,0,3.51,9,2009-07-30 07:28:00,"7248 Wheeler Forks South Wendyport, KY 21877-0885",Smith Group,0,KY,Wendyport,3-5years,45-55,2314.06,2.6,No,2009,3,0.0,31.589999999999996,1800.96
Jessica Wells,41,14738.09,1,6.5,8,2008-06-08 01:08:00,"57837 Tammy Bridge Apt. 904 Lake Lindsey, NM 53078-4180",Sullivan-Ramsey,0,NM,Lindsey,5-10years,35-45,2267.4,1.2,Yes,2008,2,0.0,52.0,1965.08
Mark Choi,34,11687.29,0,4.54,7,2013-12-09 01:38:00,"688 Tiffany Fork Wallacemouth, ND 74929-3917",Estrada-Golden,0,ND,Wallacemouth,3-5years,25-35,2574.29,1.5,No,2013,4,0.0,31.78,2109.62
Megan Wilson,43,7948.18,0,3.88,7,2006-03-29 00:55:00,"871 Campbell Fall Allenville, NY 42045-5154",Montgomery-Edwards,0,NY,Allenville,3-5years,35-45,2048.5,1.8,No,2006,1,0.0,27.16,1628.73
Kathleen Reid,42,7915.44,1,6.17,8,2013-07-15 10:20:00,Unit 7599 Box 9818 DPO AP 02154,Williams PLC,0,,02154,5-10years,35-45,1282.89,1.3,Yes,2013,3,0.0,49.36,1103.97
Walter Bates,40,10180.59,1,6.5,10,2012-08-10 09:19:00,"58605 Wiley Manor Apt. 796 Atkinstown, TX 41691",Jones LLC,0,TX,Atkinstown,5-10years,35-45,1566.24,1.5,Yes,2012,3,0.5,65.0,1357.41
Rita Young,44,8748.36,1,6.32,10,2015-10-06 18:31:00,"4331 Quinn Fords Suite 546 Traceyfort, CO 47194-7606","Butler, Riggs and Brown",0,CO,Traceyfort,5-10years,35-45,1384.23,1.6,Yes,2015,4,0.0,63.2,1195.13
David Sanders,41,8021.05,1,3.16,9,2016-10-05 16:14:00,Unit 6283 Box 6735 DPO AP 09454-8286,Wilson PLC,0,,09454-8286,3-5years,35-45,2538.31,2.8,Yes,2016,4,0.33,28.44,1928.14
Thomas Richardson,44,10445.76,0,7.02,8,2014-10-11 14:08:00,"8204 Leach Point Suite 900 Port Melissafort, TN 80024",Schmidt-Schroeder,0,TN,Melissafort,5-10years,35-45,1488.0,1.1,No,2014,4,0.0,56.16,1302.46
Victoria Shaffer,34,9919.38,0,4.43,8,2015-08-06 02:01:00,"2776 Maxwell Falls Lake Brian, MP 68585-6704",Green LLC,0,MP,Brian,3-5years,25-35,2239.14,1.8,No,2015,3,0.0,35.44,1826.77
Dwayne Ryan,39,10741.9,0,5.48,8,2013-03-09 00:30:00,"676 Carlos Port Apt. 925 Anitamouth, VA 05134-0836",Williams and Sons,0,VA,Anitamouth,5-10years,35-45,1960.2,1.5,No,2013,1,0.0,43.84,1657.7
David Moore,40,7380.48,1,6.45,7,2007-09-04 21:22:00,Unit 8071 Box 5003 DPO AE 63421-4620,"Harris, Carter and Brown",0,,63421-4620,5-10years,35-45,1144.26,1.1,Yes,2007,3,0.0,45.15,990.67
Matthew Huffman,45,9649.26,1,3.77,9,2016-05-09 00:40:00,"1651 Amber Court Lake Robert, ND 52826","Johnson, Brown and Frazier",0,ND,Robert,3-5years,45-55,2559.49,2.4,Yes,2016,2,0.0,33.93,2022.91
Mary Kent,42,9349.99,1,4.38,7,2011-12-09 19:21:00,Unit 0590 Box 7532 DPO AE 12062-5301,Houston-Cuevas,0,,12062-5301,3-5years,35-45,2134.7,1.6,Yes,2011,4,0.0,30.66,1737.92
Molly Young,46,12849.1,0,4.97,8,2014-08-03 18:34:00,"54656 Grant Junctions Suite 070 New Toni, NM 42346","Silva, Wolfe and Ross",0,NM,Toni,3-5years,45-55,2585.33,1.6,No,2014,3,0.0,39.76,2152.28
Eric Castro,38,10770.82,0,4.99,10,2016-06-19 01:23:00,"80338 Scott Trail New Sandraview, WV 30882",Campbell-Willis,0,WV,Sandraview,3-5years,35-45,2158.48,2.0,No,2016,2,0.0,49.900000000000006,1798.13
Tammy Johnson,35,8828.59,0,6.77,9,2008-07-23 06:09:00,"653 Smith Avenue South David, GA 19037","Carr, Mills and Wilson",0,GA,David,5-10years,35-45,1304.08,1.3,No,2008,3,0.0,60.92999999999999,1136.24
Mallory Powell,48,9921.89,0,3.73,9,2013-09-15 19:40:00,"6312 Stuart Stravenue Port Wesleychester, MN 71667-5670",Carter-Novak,0,MN,Wesleychester,3-5years,45-55,2660.02,2.4,No,2013,3,0.0,33.57,2097.65
Michael Nichols,45,6977.56,0,6.94,11,2007-02-24 23:32:00,"13664 Brandon Trail Robertshire, AK 53957",Rogers-Davis,0,AK,Robertshire,5-10years,45-55,1005.41,1.6,No,2007,1,0.0,76.34,878.79
Jason Stevenson,44,8580.85,0,5.52,10,2011-07-25 18:58:00,"605 Stephen Glens Lake Juan, SD 28552","Cruz, Moore and Olsen",0,SD,Juan,5-10years,35-45,1554.5,1.8,No,2011,3,0.0,55.199999999999996,1316.08
Andrea Warner,46,10469.5,0,6.54,10,2011-03-24 17:01:00,"753 Hernandez Pines Apt. 505 North Manuelstad, MI 14141-9782",Bailey LLC,0,MI,Manuelstad,5-10years,45-55,1600.84,1.5,No,2011,1,0.0,65.4,1388.53
Susan Casey,55,8907.17,1,7.6,11,2016-01-07 23:17:00,"8392 Jose Islands Apt. 208 Davisbury, MA 60135-6097",Jenkins and Sons,0,MA,Davisbury,5-10years,55-65,1172.0,1.4,Yes,2016,1,0.0,83.6,1035.72
Billy Garner,46,10050.61,0,4.99,7,2009-11-06 13:24:00,"68569 Sharon Centers Apt. 331 West Ryanport, FM 66389-2936",Brooks Inc,0,FM,Ryanport,3-5years,45-55,2014.15,1.4,No,2009,4,0.0,34.93,1677.9
Matthew Dixon,38,10522.6,1,5.46,10,2007-12-27 12:11:00,"498 Oliver Station Suite 474 Lake Traceyberg, NV 37689-1762",Mata LLC,0,NV,Traceyberg,5-10years,35-45,1927.22,1.8,Yes,2007,4,0.0,54.6,1628.89
Jessica Sharp,34,9265.59,0,5.77,8,2013-06-24 06:57:00,"597 Jones Passage Apt. 958 Fischerbury, AK 60046",Pittman Inc,0,AK,Fischerbury,5-10years,25-35,1605.82,1.4,No,2013,2,0.0,46.16,1368.62
Elizabeth Drake,40,10930.16,1,6.63,7,2014-05-28 16:08:00,"540 Benjamin Villages East Ashley, TN 27044-8930",Francis-Powers,0,TN,Ashley,5-10years,35-45,1648.59,1.1,Yes,2014,2,0.0,46.41,1432.52
Tina Schmidt,45,10668.91,0,7.21,8,2011-09-21 05:53:00,"253 Megan Drive Apt. 447 Berryport, AL 03400-5942",Hall Ltd,0,AL,Berryport,5-10years,45-55,1479.74,1.1,No,2011,3,0.0,57.68,1299.5
Elizabeth Kennedy,47,11335.97,0,6.84,6,2014-06-26 02:50:00,"07770 Henry Ways Suite 523 Larsonchester, NE 05818","Davis, Curry and Wallace",0,NE,Larsonchester,5-10years,45-55,1657.31,0.9,No,2014,2,0.0,41.04,1445.91
Brandy Martinez,41,12247.91,0,5.08,9,2006-06-30 11:15:00,USNV Mcgee FPO AA 17726-1322,Smith Ltd,0,,17726-1322,5-10years,35-45,2411.01,1.8,No,2006,2,0.0,45.72,2014.46
Trevor Henderson,47,9303.43,0,5.5,8,2010-04-14 20:39:00,USCGC Bailey FPO AA 06202-5064,Johnson-Rodriguez,0,,06202-5064,5-10years,45-55,1691.53,1.5,No,2010,2,0.0,44.0,1431.3
Brandi Bryan,38,9826.29,0,4.93,8,2010-01-09 08:46:00,"502 Kenneth Trace Apt. 355 Huntshire, HI 51078","Graham, Wilson and Rios",0,HI,Huntshire,3-5years,35-45,1993.16,1.6,No,2010,1,0.0,39.44,1657.05
Curtis Robinson,37,10565.59,0,4.76,10,2006-01-28 01:22:00,"59027 Andrea Neck Apt. 438 North Makaylaside, OR 67470-1233",Pearson-Gonzales,0,OR,Makaylaside,3-5years,35-45,2219.66,2.1,No,2006,1,0.0,47.599999999999994,1834.3
Daniel Barton,44,9855.18,0,6.94,7,2011-06-10 20:04:00,"551 Davis Crescent New Aliciaport, TX 94552-1600",Davidson Group,0,TX,Aliciaport,5-10years,35-45,1420.05,1.0,No,2011,2,0.0,48.580000000000005,1241.21
Carolyn Cabrera,51,7810.06,0,5.99,9,2012-08-09 19:53:00,"728 Sanders Centers Suite 047 Codyview, VI 66568",Friedman-Smith,0,VI,Codyview,5-10years,45-55,1303.85,1.5,No,2012,3,0.0,53.910000000000004,1117.32
Mary Marshall,39,11144.51,0,4.25,9,2008-03-07 11:04:00,"57559 Kelli Stream Apt. 332 Dunlapburgh, CA 43743-8629",Chavez-Patterson,0,CA,Dunlapburgh,3-5years,35-45,2622.24,2.1,No,2008,1,0.0,38.25,2122.76
Thomas Campbell,36,8931.09,1,7.55,7,2006-09-13 04:18:00,"PSC 9216, Box 6338 APO AP 73140",Williams LLC,0,Box,9216,5-10years,35-45,1182.93,0.9,Yes,2006,3,0.0,52.85,1044.57
Christopher Clark,50,8929.88,0,5.63,7,2012-04-22 17:32:00,"69666 Christian Forges Lake Noah, IL 14397",Thompson-Mcdonald,0,IL,Noah,5-10years,45-55,1586.12,1.2,No,2012,2,0.0,39.41,1346.89
Rose White,35,9435.2,1,6.23,7,2006-03-29 18:27:00,"715 Ellis Squares New Kathleenland, NY 05913",Vang-Stewart,0,NY,Kathleenland,5-10years,35-45,1514.48,1.1,Yes,2006,1,0.0,43.61,1305.01
Derek Martinez,40,11553.65,1,4.43,6,2011-08-29 06:35:00,"3004 Nash Freeway North Craigville, CT 24488",Kramer PLC,0,CT,Craigville,3-5years,35-45,2608.05,1.4,Yes,2011,3,0.0,26.58,2127.74
Wendy Key,60,9621.04,1,7.65,8,2013-03-06 07:43:00,"98190 Gonzalez Drives Apt. 592 Lake Oliviachester, VT 54602-1656","Taylor, Johnson and George",0,VT,Oliviachester,5-10years,55-65,1257.65,1.0,Yes,2013,1,0.0,61.2,1112.26
Lisa Fisher,43,11401.42,0,3.63,10,2014-08-23 17:03:00,"7234 Amy Forge Suite 123 East Sarah, DC 50257-3728",Davis Inc,0,DC,Sarah,3-5years,35-45,3140.89,2.8,No,2014,3,0.0,36.3,2462.51
Kyle Hinton,43,10491.4,1,4.23,8,2014-09-14 06:55:00,"7029 Fowler Pike Heathermouth, OK 59658-7247","Woods, Herrera and Fritz",0,OK,Heathermouth,3-5years,35-45,2480.24,1.9,Yes,2014,3,0.0,33.84,2006.0
Travis Howell,44,10585.86,0,5.54,8,2006-03-23 14:01:00,"946 Glass Cliffs Suite 105 Ashleemouth, GU 89701-5653",Schroeder-Phillips,0,GU,Ashleemouth,5-10years,35-45,1910.81,1.4,No,2006,1,0.0,44.32,1618.63
Vanessa Donaldson,52,10697.72,0,8.35,8,2013-05-14 23:24:00,"08605 Scott Stream Apt. 968 New Andrea, DC 08316-2838",Davis Group,0,DC,Andrea,5-10years,45-55,1281.16,1.0,No,2013,2,0.0,66.8,1144.14
Kathy Robertson,37,11430.75,0,5.99,10,2015-01-02 20:11:00,"7260 Boyd Shoal Thomasshire, MI 49243",Graham LLC,0,MI,Thomasshire,5-10years,35-45,1908.31,1.7,No,2015,1,0.0,59.900000000000006,1635.3
Katie Nichols,48,8465.53,1,4.98,9,2008-09-06 15:15:00,"PSC 5066, Box 5675 APO AP 96072-8914",Murray Inc,0,Box,5066,3-5years,45-55,1699.91,1.8,Yes,2008,3,0.0,44.82000000000001,1415.64
Shannon Miller,35,7759.15,1,6.06,10,2013-07-18 22:25:00,"826 Ross Causeway Wardshire, ME 25891",Nelson LLC,0,ME,Wardshire,5-10years,35-45,1280.39,1.7,Yes,2013,3,0.5,60.599999999999994,1099.03
Stacy Marshall,42,13081.64,0,4.66,9,2012-05-12 13:03:00,"896 Kevin Orchard Apt. 755 West Rogerchester, KY 62941",Daniels LLC,0,KY,Rogerchester,3-5years,35-45,2807.22,1.9,No,2012,2,0.0,41.94,2311.24
Heather Little,33,4711.89,0,4.97,7,2009-09-24 01:06:00,"158 Aaron Station Apt. 788 Millsport, VA 88018",Vaughan Group,0,VA,Millsport,3-5years,25-35,948.07,1.4,No,2009,3,0.0,34.79,789.26
Jose Rowland,36,12252.57,0,5.13,8,2014-02-11 19:43:00,"186 Macdonald Causeway Woodstown, KY 52059-9294","Ross, Martinez and Dawson",0,KY,Woodstown,5-10years,35-45,2388.42,1.6,No,2014,1,0.0,41.04,1998.79
Brittany Martinez,39,13029.61,1,4.83,8,2015-11-09 02:41:00,"4019 James Street Apt. 731 North Carmen, OK 01929","Ryan, Mcdonald and Garcia",0,OK,Carmen,3-5years,35-45,2697.64,1.7,Yes,2015,4,0.0,38.64,2234.92
Charles Ellison,43,10746.69,0,8.62,9,2011-08-30 12:50:00,"7082 Paul Divide Suite 132 New Nicolas, WI 35732",Mills Group,0,WI,Nicolas,5-10years,35-45,1246.72,1.0,No,2011,3,0.0,77.58,1117.12
Dr. Kathleen Wiley,45,8665.79,0,5.09,9,2008-08-31 05:40:00,"1615 Angela Valley Henryfurt, ID 45145-3704",Clark Group,0,ID,Henryfurt,5-10years,45-55,1702.51,1.8,No,2008,3,0.0,45.81,1422.95
Justin Roman PhD,34,5447.16,1,4.13,9,2014-01-13 16:11:00,"489 Daniel Way Suite 895 West Yeseniamouth, ME 71475","Horton, Byrd and Hernandez",0,ME,Yeseniamouth,3-5years,25-35,1318.92,2.2,Yes,2014,1,0.0,37.17,1061.82
Daniel Todd,37,9772.95,1,3.81,8,2013-06-19 11:25:00,"7960 Ryan Circles Wilcoxhaven, ME 98912",Vega-Moss,0,ME,Wilcoxhaven,3-5years,35-45,2565.08,2.1,Yes,2013,2,0.0,30.48,2031.8
Eugene Robertson,41,7464.08,0,3.74,8,2008-03-10 00:42:00,"87999 Knight Pine Apt. 281 Morenoland, ID 20602-9996",Miller-Wagner,0,ID,Morenoland,3-5years,35-45,1995.74,2.1,No,2008,1,0.0,29.92,1574.7
Frank Chase,39,6168.66,1,4.71,8,2006-01-05 11:26:00,USNS Potts FPO AA 56275,"Harvey, Thompson and Moss",0,,56275,3-5years,35-45,1309.69,1.7,Yes,2006,1,0.0,37.68,1080.33
Nancy Martin,34,12567.53,0,3.36,11,2009-04-02 10:00:00,"512 Wesley Stream West Scottborough, ND 44332-3438",Diaz-Osborne,0,ND,Scottborough,3-5years,25-35,3740.34,3.3,No,2009,2,0.0,36.96,2882.46
Duane Mcdonald,55,8280.03,0,6.33,5,2013-07-31 03:51:00,USNV Nielsen FPO AA 31326,Armstrong-Hicks,0,,31326,5-10years,55-65,1308.06,0.8,No,2013,3,0.0,31.65,1129.61
Heather Daniel,36,11274.98,0,4.12,10,2015-03-24 15:09:00,"25793 Phillips Cliff Travisview, WV 48402-6882","Martin, Dickerson and Roberson",0,WV,Travisview,3-5years,35-45,2736.65,2.4,No,2015,1,0.0,41.2,2202.14
Michelle Berry,42,9635.87,1,2.43,9,2013-12-10 16:06:00,"091 Mark Drive Suite 656 East Mirandaton, LA 67137-0061",Clark and Sons,0,LA,Mirandaton,1-3years,35-45,3965.38,3.7,Yes,2013,4,0.0,21.87,2809.29
Claire Rivera,48,13743.12,1,4.83,7,2016-05-24 04:02:00,"35166 Roberta Skyway Coreyfort, MO 59637-8470","Wade, Rowland and Jenkins",0,MO,Coreyfort,3-5years,45-55,2845.37,1.4,Yes,2016,2,0.0,33.81,2357.31
Benjamin Huff,45,8871.53,0,3.76,8,2007-03-06 12:55:00,"205 Hall Mission Apt. 211 South Matthew, HI 81737-8521","Hurley, Moody and Gomez",0,HI,Matthew,3-5years,45-55,2359.45,2.1,No,2007,1,0.0,30.08,1863.77
Bradley Chambers,37,8818.03,1,2.89,9,2014-05-04 18:26:00,"PSC 6159, Box 4526 APO AA 00585",Wilson LLC,0,Box,6159,1-3years,35-45,3051.22,3.1,Yes,2014,2,0.0,26.01,2266.85
Terry Kelley,37,9788.78,0,5.24,7,2013-02-25 23:36:00,USCGC Lee FPO AE 62096-3283,Long-Williams,0,,62096-3283,5-10years,35-45,1868.09,1.3,No,2013,1,0.0,36.68,1568.71
Kenneth Fuller,34,6131.92,0,4.17,9,2013-02-13 03:34:00,"12801 Mcdowell Meadows Suite 614 Port Susanshire, OH 89980","Campbell, Williams and Mccarty",0,OH,Susanshire,3-5years,25-35,1470.48,2.2,No,2013,1,0.0,37.53,1186.06
Stephen Reed,40,12043.27,1,5.04,7,2013-02-14 03:05:00,"486 Washington Fields Josephhaven, VI 31007",Todd LLC,0,VI,Josephhaven,5-10years,35-45,2389.54,1.4,Yes,2013,1,0.0,35.28,1993.92
Angela Holloway,40,12919.92,0,4.23,11,2009-10-29 16:25:00,"7488 Dana Mountain Suite 133 Lake Desireeport, MD 40139-0534",Ray-Rodriguez,0,MD,Desireeport,3-5years,35-45,3054.35,2.6,No,2009,4,0.0,46.53,2470.35
David Carter,38,10367.14,0,5.92,9,2014-02-11 20:45:00,"478 Wilson Gateway Apt. 606 New Tanyafort, WA 18702",White Group,0,WA,Tanyafort,5-10years,35-45,1751.21,1.5,No,2014,1,0.0,53.28,1498.14
Nancy Bartlett,44,9063.16,1,4.76,8,2012-12-17 04:57:00,"862 Parks Center Apt. 794 Barrfort, NV 83967-0913",Porter-Dunn,0,NV,Barrfort,3-5years,35-45,1904.03,1.7,Yes,2012,4,0.0,38.08,1573.47
Jason Hebert,40,10606.97,1,4.11,10,2013-03-19 10:44:00,"26996 Nicole Ridge Suite 342 Lake Robertside, OK 04293",Hawkins-Escobar,0,OK,Robertside,3-5years,35-45,2580.77,2.4,Yes,2013,1,0.0,41.1,2075.73
Gerald Mullins,42,8558.52,0,5.36,7,2009-06-04 17:54:00,"10282 Megan Island Port Carla, FM 85303-6406",Hamilton PLC,0,FM,Carla,5-10years,35-45,1596.74,1.3,No,2009,2,0.0,37.52,1345.68
James Smith,43,11375.25,1,5.09,9,2013-04-29 23:11:00,"6510 Debra Estates Port Lucasberg, NY 90239-6448","Cooper, Martin and Reid",0,NY,Lucasberg,5-10years,35-45,2234.82,1.8,Yes,2013,2,0.0,45.81,1867.86
Samantha Munoz,48,8514.24,0,4.61,9,2007-09-21 20:21:00,"68861 Clarke Trail Apt. 668 Bakerchester, OK 24227",Garza Inc,0,OK,Bakerchester,3-5years,45-55,1846.91,2.0,No,2007,3,0.0,41.49,1517.69
Megan Smith,39,12019.93,0,4.87,10,2010-09-26 03:46:00,"733 Sophia Springs Suite 169 East Shawn, MO 90668-3810",Stanley and Sons,0,MO,Shawn,3-5years,35-45,2468.16,2.1,No,2010,3,0.0,48.7,2047.69
Gregory Chandler,38,9419.66,1,5.24,9,2006-03-26 00:38:00,"863 Marquez Brooks West Tommychester, MT 16982-2044",Gomez-Petersen,0,MT,Tommychester,5-10years,35-45,1797.65,1.7,Yes,2006,1,0.0,47.160000000000004,1509.56
Crystal Smith,33,10309.71,1,2.96,7,2014-01-28 07:38:00,"893 Carla Trace Suite 132 Lake Aliciaport, AR 87567","Chan, Patterson and Smith",0,AR,Aliciaport,1-3years,25-35,3483.01,2.4,Yes,2014,1,0.0,20.72,2603.46
Juan Simmons PhD,47,10313.06,0,5.44,8,2010-11-08 02:42:00,"496 Watts Roads East Alejandro, NC 70921-5585",Martinez PLC,0,NC,Alejandro,5-10years,45-55,1895.78,1.5,No,2010,4,0.0,43.52,1601.41
Monica Downs,34,13460.92,1,3.67,7,2007-05-25 08:54:00,"53283 Collins Walk Suite 363 South Shawnfort, MS 76289",Green PLC,0,MS,Shawnfort,3-5years,25-35,3667.83,1.9,Yes,2007,2,0.0,25.689999999999998,2882.42
Paul Wilson,54,10216.59,0,2.77,7,2008-01-17 16:01:00,"8764 Wilson Plaza New Sharonview, MT 83968","Williams, Mcintyre and Burns",0,MT,Sharonview,1-3years,45-55,3688.3,2.5,No,2008,1,0.0,19.39,2709.97
Sandra Hogan,37,12766.24,0,3.72,9,2010-06-14 20:59:00,"12928 Heather Island Apt. 889 East Michelle, KY 96712-4016",Yu-Murillo,0,KY,Michelle,3-5years,35-45,3431.78,2.4,No,2010,2,0.0,33.480000000000004,2704.71
Anna Wood,38,11360.99,0,4.5,7,2008-08-06 05:26:00,"33021 Cody Falls Apt. 693 Bellfort, NM 76335-9037",Miranda-Sloan,0,NM,Bellfort,3-5years,35-45,2524.66,1.6,No,2008,3,0.0,31.5,2065.63
Patrick Edwards,47,9166.22,0,3.51,9,2015-03-19 05:04:00,"215 Gardner Islands Apt. 747 East Jonathanmouth, AL 62844-5315",Pierce and Sons,0,AL,Jonathanmouth,3-5years,45-55,2611.46,2.6,No,2015,1,0.0,31.589999999999996,2032.42
Matthew Clayton,41,8996.04,1,6.19,9,2011-04-20 06:33:00,"866 Huffman Ports Suite 795 South Stacyport, KS 32492",Morgan and Sons,0,KS,Stacyport,5-10years,35-45,1453.32,1.5,Yes,2011,2,0.0,55.71,1251.19
Mark Marquez,55,9743.57,0,5.89,8,2009-07-11 05:41:00,"631 Christopher Mount South Abigailport, LA 19480",Martin-Cobb,0,LA,Abigailport,5-10years,55-65,1654.26,1.4,No,2009,3,0.0,47.12,1414.16
Alexis Allen,43,7686.13,1,7.17,8,2016-09-27 07:00:00,"7448 Jason Ridges Heatherfort, GU 92916-6774",Jones and Sons,0,GU,Heatherfort,5-10years,35-45,1071.98,1.1,Yes,2016,3,0.0,57.36,940.77
Melissa Coleman,29,13255.05,1,4.89,8,2016-02-21 14:20:00,"9334 Colleen Passage Apt. 344 Michelleberg, MD 31481","Gonzalez, Abbott and Lane",0,MD,Michelleberg,3-5years,25-35,2710.64,1.6,Yes,2016,1,0.0,39.12,2250.43
Terry Curtis MD,48,8403.02,0,3.61,11,2016-03-13 07:22:00,"080 Jamie Way Cartermouth, MA 05582",Blackburn-Bush,0,MA,Cartermouth,3-5years,45-55,2327.71,3.0,No,2016,1,0.0,39.71,1822.78
Jessica Campbell,43,7277.27,1,5.98,8,2014-09-20 03:34:00,"510 Armstrong Square Davisshire, SC 57672-9166",Bates and Sons,0,SC,Davisshire,5-10years,35-45,1216.93,1.3,Yes,2014,3,0.0,47.84,1042.59
Brandon Wilson,32,8575.71,0,4.26,9,2006-11-15 14:58:00,Unit 6545 Box 5723 DPO AP 79461,"Parker, Hoffman and Pugh",0,,79461,3-5years,25-35,2013.08,2.1,No,2006,4,0.0,38.339999999999996,1630.36
Meghan Jackson,46,9844.79,0,3.57,11,2010-01-03 10:44:00,"6574 Travis Extensions New Casey, RI 40982",Phillips-Peters,0,RI,Casey,3-5years,45-55,2757.64,3.1,No,2010,1,0.0,39.269999999999996,2154.22
Jeffrey Simpson,42,7529.23,1,5.86,7,2006-02-15 12:09:00,"913 Thomas Dale Harristown, OR 05449-4141","Thompson, Vaughan and House",0,OR,Harristown,5-10years,35-45,1284.85,1.2,Yes,2006,1,0.0,41.02,1097.56
Cheryl Hernandez,46,4111.4,0,3.93,8,2010-02-18 18:40:00,"7772 Elizabeth Ridge North Chloe, AL 79941",Beltran Group,0,AL,Chloe,3-5years,45-55,1046.16,2.0,No,2010,1,0.0,31.44,833.96
Amy Riddle,45,8389.84,1,6.81,5,2009-08-19 08:06:00,"4964 Page Estate East Richardmouth, OK 43652",Parker PLC,0,OK,Richardmouth,5-10years,45-55,1231.99,0.7,Yes,2009,3,0.0,34.05,1074.24
Linda Moore,40,7864.63,0,4.56,9,2008-09-11 19:53:00,"2736 Sharon Spring South Joshuafort, FM 69643",Wilson PLC,0,FM,Joshuafort,3-5years,35-45,1724.7,2.0,No,2008,3,0.33,41.04,1414.5
Carol Bush,39,8677.62,0,5.2,7,2007-02-26 18:24:00,"210 Ray Estates East Debbie, SD 40157-2687",Miller-Morgan,0,SD,Debbie,5-10years,35-45,1668.77,1.3,No,2007,1,0.0,36.4,1399.62
Gail Lopez,25,9672.03,0,5.49,8,2006-01-02 04:16:00,Unit 8122 Box 5528 DPO AP 49927,"Chapman, Howard and Campos",0,,49927,5-10years,25-35,1761.75,1.5,No,2006,1,0.0,43.92,1490.3
Joseph Bauer,33,11370.28,1,4.4,6,2010-03-08 19:38:00,"580 Beasley Junctions Apt. 927 Woodston, AZ 17941",Patterson LLC,0,AZ,Woodston,3-5years,25-35,2584.15,1.4,Yes,2010,1,0.0,26.400000000000002,2105.61
Kayla Foley,44,13915.9,0,4.61,9,2008-04-04 04:04:00,"636 Dana Spurs Apt. 334 West Amytown, NC 29641","Campbell, Velasquez and Porter",0,NC,Amytown,3-5years,35-45,3018.63,2.0,No,2008,2,0.0,41.49,2480.55
Teresa Reyes,35,10999.05,0,4.76,10,2009-02-08 13:41:00,"831 Heidi Stream Apt. 991 West Taylorstad, ID 48825-5453","Mendez, Harris and Gordon",0,ID,Taylorstad,3-5years,35-45,2310.72,2.1,No,2009,1,0.0,47.599999999999994,1909.56
Shannon Potter,39,7636.98,0,5.56,9,2013-02-20 07:41:00,"741 Nicole Via Apt. 202 Lake Darrellberg, WI 22772","Riddle, Baldwin and Brown",0,WI,Darrellberg,5-10years,35-45,1373.56,1.6,No,2013,1,0.0,50.04,1164.17
Barbara Singleton,38,9461.83,0,4.9,10,2012-08-02 14:55:00,"176 Cheryl Plains Suite 253 Harrisonmouth, PW 17373-8223",Kennedy and Sons,0,PW,Harrisonmouth,3-5years,35-45,1930.99,2.0,No,2012,3,0.0,49.0,1603.7
Kayla Reeves,38,100.0,0,5.27,5,2006-10-03 09:01:00,"1511 Porter Drive Amberberg, NC 44608",Stewart-Lopez,0,NC,Amberberg,5-10years,35-45,18.98,0.9,No,2006,4,0.0,26.349999999999998,15.95
Tami Smith,53,9655.25,0,4.44,10,2006-10-19 01:12:00,"30920 Bell Passage Suite 036 Annafort, PR 57518-0173",Neal and Sons,0,PR,Annafort,3-5years,45-55,2174.61,2.3,No,2006,4,0.0,44.400000000000006,1774.86
Brandon Hunter,45,15188.65,0,6.17,8,2010-07-07 22:11:00,"285 Rhonda Harbors Trevinochester, TX 18888-5407",Ramos PLC,0,TX,Trevinochester,5-10years,45-55,2461.69,1.3,No,2010,3,0.0,49.36,2118.36
